REG,PRV,MUN,HSN,B1,B2,B3,B4,B5,B6,B7,B8,D1,H1,H2,H3A,H3B,H3C,H3D,H3E,H3F,H4,H5,H6,H7,H8,H9,H10,H11A,H11B,H11C,H11D,H13,H14_PRVMUN,H14_RECODE,H15A,H15B,H15C,H15D,H15E,H15F,H15G,H15H,H15I,H15J,H15K,H15L,H15M,H15N,H15O,H15P,H15Q,H15R,H15S,H16A,H16B,H16C,H16D,H17A,H17B,H17C,H17D,H17E,H17F,H17G,H17H,HHWGT
08,316,00,000044,1,2,1,01,1,1,5,07,10,3,1, , , , , , , ,6,02,1,5,01,01,2,2,2,2,241,3747,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0005.083248038
08,316,00,000045,1,2,1,01,1,1,5,07,10,3,1, , , , , , , ,1,02,1,5,01,01,2,2,2,2,241,3747,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0005.083248038
08,316,00,000046,1,1,1,01,2,5,1,07,10,3,1, , , , , , , ,1,02,1,3,14,01,2,2,2,2,241,3747,1,2,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,0005.083248038
08,316,00,000047,1,1,1,02,3,5,1,06,06,3,1, , , , , , , ,6,02,1,5,01,01,2,2,2,2,241,3747,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0005.083248038
08,316,00,000048,1,1,1,01,1,1,1,07,08,3,1, , , , , , , ,6,02,1,1,14,14,2,2,2,2,241,3747,1,1,1,2,1,1,1,2,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,0005.083248038
08,316,00,000049,1,1,1,01,1,1,1,07,07,3,1, , , , , , , ,6,02,1,3,14,01,2,2,2,2,241,3747,1,1,1,2,2,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,0005.083248038
08,316,00,000050,1,1,1,01,2,5,1,07,06,3,1, , , , , , , ,6,02,1,3,01,01,2,2,2,2,241,3747,1,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,0005.083248038
08,316,00,000051,1,1,1,01,1,1,5,07,10,3,1, , , , , , , ,6,02,1,3,14,01,2,2,2,2,241,3747,1,2,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,0005.083248038
08,316,00,000052,1,1,1,02,3,5,1,07,06,3,1, , , , , , , ,6,02,1,5,01,01,2,2,2,2,241,3747,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,0005.083248038
08,316,00,000053,1,2,1,01,1,1,5,07,10,3,1, , , , , , , ,6,02,1,3,14,01,2,2,2,2,241,3747,1,1,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,0005.083248038
08,316,00,000054,1,2,1,01,1,1,5,07,10,3,1, , , , , , , ,1,02,1,3,14,01,2,2,2,2,241,3747,1,1,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,0005.083248038
08,316,00,000055,1,2,1,01,1,1,5,07,10,3,1, , , , , , , ,1,02,1,3,14,01,2,2,2,2,241,3747,1,1,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,0005.083248038
08,316,00,000056,1,1,1,01,2,5,1,07,10,3,1, , , , , , , ,1,02,1,3,14,01,2,2,2,2,241,3747,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,2,0005.083248038
08,316,00,000057,1,1,1,01,2,5,1,07,06,3,4,1,2,2,2,2,2, ,6,02,1,3,14,01,2,2,2,2,241,3747,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,0005.083248038
08,316,00,000058,1,1,1,01,1,1,1,10,10,3,1, , , , , , , ,6,02,1,3,14,01,2,2,2,2,241,3747,1,1,1,2,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,0005.083248038
08,316,00,000059,1,1,1,01,1,1,1,10,10,3,1, , , , , , , ,1,02,1,3,14,01,2,2,2,2,241,3747,1,1,1,2,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,0005.083248038
08,316,00,000060,1,1,1,01,1,1,1,10,10,3,1, , , , , , , ,1,02,1,3,14,01,2,2,2,2,241,3747,1,1,1,2,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,0005.083248038
08,316,00,000061,1,1,1,01,1,1,1,07,07,3,1, , , , , , , ,6,02,1,5,01,01,2,2,2,2,241,3747,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,0005.083248038
08,316,00,000062,1,1,1,02,3,5,2,01,02,3,1, , , , , , , ,6,02,1,5,14,11,2,2,2,2,241,3747,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,0005.083248038
08,316,00,000063,1,1,1,01,2,5,1,06,04,3,1, , , , , , , ,2,02,1,5,04,01,2,2,2,2,241,3747,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,0005.083248038
08,316,00,000064,1,1,1,02,3,5,1,03,07,3,1, , , , , , , ,6,02,1,3,14,01,2,2,2,2,241,3747,1,2,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,0005.083248038
08,316,00,000065,1,1,1,01,2,5,1,01,07,3,1, , , , , , , ,5,02,1,3,01,01,2,2,2,2,241,3747,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,0005.083248038
08,316,00,000066,1,1,1,02,3,5,1,09,04,3,1, , , , , , , ,6,02,1,3,14,01,2,2,2,2,241,3747,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,0005.083248038
08,316,00,000067,1,1,1,02,8,1,2,10,10,3,1, , , , , , , ,1,02,1,1,01,01,2,2,2,2,241,3747,1,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,0005.083248038
08,316,00,000068,1,1,1,01,2,5,1,07,09,3,1, , , , , , , ,6,02,1,3,01,01,2,2,2,2,241,3747,1,2,1,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,0005.083248038
